Treatment,Time_point,Genus,variable,n,mean,sd
Imolope_low,T48,Romboutsia,Abundance,3,0,0
Lop_high,T48,Romboutsia,Abundance,3,0,0.001
Lop_low,T48,Romboutsia,Abundance,3,0,0
Saline,T48,Romboutsia,Abundance,3,0.001,0.001
DMSO,T72,Romboutsia,Abundance,3,0,0.001
Imolope_high,T72,Romboutsia,Abundance,3,0,0
Imolope_low,T72,Romboutsia,Abundance,3,0,0
Lop_high,T72,Romboutsia,Abundance,3,0.001,0.001
Lop_low,T72,Romboutsia,Abundance,3,0.002,0.003
Saline,T72,Romboutsia,Abundance,3,0,0
DMSO,T0,Rothia,Abundance,3,0,0
Imolope_high,T0,Rothia,Abundance,3,0,0
Imolope_low,T0,Rothia,Abundance,3,0,0
Lop_high,T0,Rothia,Abundance,3,0.002,0.003
Lop_low,T0,Rothia,Abundance,3,0.042,0.072
Saline,T0,Rothia,Abundance,3,0,0
DMSO,T24,Rothia,Abundance,3,0,0
Imolope_high,T24,Rothia,Abundance,3,0,0
Imolope_low,T24,Rothia,Abundance,3,0,0
Lop_high,T24,Rothia,Abundance,3,0,0
Lop_low,T24,Rothia,Abundance,3,0,0
Saline,T24,Rothia,Abundance,3,0,0
DMSO,T48,Rothia,Abundance,3,0,0
Imolope_high,T48,Rothia,Abundance,3,0,0
Imolope_low,T48,Rothia,Abundance,3,0,0
Lop_high,T48,Rothia,Abundance,3,0,0
Lop_low,T48,Rothia,Abundance,3,0,0
Saline,T48,Rothia,Abundance,3,0,0
DMSO,T72,Rothia,Abundance,3,0,0
Imolope_high,T72,Rothia,Abundance,3,0,0
Imolope_low,T72,Rothia,Abundance,3,0,0
Lop_high,T72,Rothia,Abundance,3,0,0
Lop_low,T72,Rothia,Abundance,3,0,0
Saline,T72,Rothia,Abundance,3,0,0
DMSO,T0,Ruminococcus,Abundance,3,0.502,0.454
Imolope_high,T0,Ruminococcus,Abundance,3,0.295,0.254
Imolope_low,T0,Ruminococcus,Abundance,3,0.993,0.262
Lop_high,T0,Ruminococcus,Abundance,3,0.82,0.692
Lop_low,T0,Ruminococcus,Abundance,3,0.854,0.749
Saline,T0,Ruminococcus,Abundance,3,1.151,0.185
DMSO,T24,Ruminococcus,Abundance,3,0,0
Imolope_high,T24,Ruminococcus,Abundance,3,0,0
Imolope_low,T24,Ruminococcus,Abundance,3,0,0
Lop_high,T24,Ruminococcus,Abundance,3,0.001,0.002
Lop_low,T24,Ruminococcus,Abundance,3,0,0
Saline,T24,Ruminococcus,Abundance,3,0,0
DMSO,T48,Ruminococcus,Abundance,3,0,0
Imolope_high,T48,Ruminococcus,Abundance,3,0,0
Imolope_low,T48,Ruminococcus,Abundance,3,0,0
Lop_high,T48,Ruminococcus,Abundance,3,0,0
Lop_low,T48,Ruminococcus,Abundance,3,0,0.001
Saline,T48,Ruminococcus,Abundance,3,0,0
DMSO,T72,Ruminococcus,Abundance,3,0,0
Imolope_high,T72,Ruminococcus,Abundance,3,0,0
Imolope_low,T72,Ruminococcus,Abundance,3,0,0
Lop_high,T72,Ruminococcus,Abundance,3,0,0
Lop_low,T72,Ruminococcus,Abundance,3,0.001,0.002
Saline,T72,Ruminococcus,Abundance,3,0,0
DMSO,T0,Ruthenibacterium,Abundance,3,0.023,0.027
Imolope_high,T0,Ruthenibacterium,Abundance,3,0.052,0.019
Imolope_low,T0,Ruthenibacterium,Abundance,3,0.02,0.01
Lop_high,T0,Ruthenibacterium,Abundance,3,0.027,0.023
Lop_low,T0,Ruthenibacterium,Abundance,3,0.046,0.029
Saline,T0,Ruthenibacterium,Abundance,3,0.037,0.029
DMSO,T24,Ruthenibacterium,Abundance,3,0,0
Imolope_high,T24,Ruthenibacterium,Abundance,3,0,0
Imolope_low,T24,Ruthenibacterium,Abundance,3,0,0
Lop_high,T24,Ruthenibacterium,Abundance,3,0,0
Lop_low,T24,Ruthenibacterium,Abundance,3,0,0
Saline,T24,Ruthenibacterium,Abundance,3,0,0
DMSO,T48,Ruthenibacterium,Abundance,3,0,0
Imolope_high,T48,Ruthenibacterium,Abundance,3,0,0
Imolope_low,T48,Ruthenibacterium,Abundance,3,0,0
Lop_high,T48,Ruthenibacterium,Abundance,3,0,0
Lop_low,T48,Ruthenibacterium,Abundance,3,0,0
Saline,T48,Ruthenibacterium,Abundance,3,0,0
DMSO,T72,Ruthenibacterium,Abundance,3,0,0
Imolope_high,T72,Ruthenibacterium,Abundance,3,0,0
Imolope_low,T72,Ruthenibacterium,Abundance,3,0,0
Lop_high,T72,Ruthenibacterium,Abundance,3,0,0
Lop_low,T72,Ruthenibacterium,Abundance,3,0,0
Saline,T72,Ruthenibacterium,Abundance,3,0,0
DMSO,T0,Saccharofermentans,Abundance,3,0,0
Imolope_high,T0,Saccharofermentans,Abundance,3,0.001,0.002
Imolope_low,T0,Saccharofermentans,Abundance,3,0,0
Lop_high,T0,Saccharofermentans,Abundance,3,0.005,0.009
Lop_low,T0,Saccharofermentans,Abundance,3,0.001,0.002
Saline,T0,Saccharofermentans,Abundance,3,0,0
DMSO,T24,Saccharofermentans,Abundance,3,0,0
Imolope_high,T24,Saccharofermentans,Abundance,3,0,0
Imolope_low,T24,Saccharofermentans,Abundance,3,0,0
Lop_high,T24,Saccharofermentans,Abundance,3,0,0
Lop_low,T24,Saccharofermentans,Abundance,3,0,0
Saline,T24,Saccharofermentans,Abundance,3,0,0
DMSO,T48,Saccharofermentans,Abundance,3,0,0
Imolope_high,T48,Saccharofermentans,Abundance,3,0,0
Imolope_low,T48,Saccharofermentans,Abundance,3,0,0
Lop_high,T48,Saccharofermentans,Abundance,3,0,0
Lop_low,T48,Saccharofermentans,Abundance,3,0,0
Saline,T48,Saccharofermentans,Abundance,3,0,0
DMSO,T72,Saccharofermentans,Abundance,3,0,0
Imolope_high,T72,Saccharofermentans,Abundance,3,0,0
Imolope_low,T72,Saccharofermentans,Abundance,3,0,0
Lop_high,T72,Saccharofermentans,Abundance,3,0,0
Lop_low,T72,Saccharofermentans,Abundance,3,0,0
Saline,T72,Saccharofermentans,Abundance,3,0,0
DMSO,T0,Salmonella,Abundance,3,0,0
Imolope_high,T0,Salmonella,Abundance,3,0,0
Imolope_low,T0,Salmonella,Abundance,3,0,0
Lop_high,T0,Salmonella,Abundance,3,0,0
Lop_low,T0,Salmonella,Abundance,3,0.001,0.002
Saline,T0,Salmonella,Abundance,3,0,0
DMSO,T24,Salmonella,Abundance,3,0.001,0.001
Imolope_high,T24,Salmonella,Abundance,3,0,0
Imolope_low,T24,Salmonella,Abundance,3,0.002,0.003
Lop_high,T24,Salmonella,Abundance,3,0.001,0.001
Lop_low,T24,Salmonella,Abundance,3,0.001,0
Saline,T24,Salmonella,Abundance,3,0.001,0
DMSO,T48,Salmonella,Abundance,3,0,0
Imolope_high,T48,Salmonella,Abundance,3,0.002,0.003
Imolope_low,T48,Salmonella,Abundance,3,0,0.001
Lop_high,T48,Salmonella,Abundance,3,0,0.001
Lop_low,T48,Salmonella,Abundance,3,0,0.001
Saline,T48,Salmonella,Abundance,3,0,0.001
DMSO,T72,Salmonella,Abundance,3,0,0.001
Imolope_high,T72,Salmonella,Abundance,3,0,0.001
Imolope_low,T72,Salmonella,Abundance,3,0,0.001
Lop_high,T72,Salmonella,Abundance,3,0,0
Lop_low,T72,Salmonella,Abundance,3,0.001,0
Saline,T72,Salmonella,Abundance,3,0,0.001
DMSO,T0,Schaalia,Abundance,3,0.015,0.026
Imolope_high,T0,Schaalia,Abundance,3,0,0
Imolope_low,T0,Schaalia,Abundance,3,0,0
Lop_high,T0,Schaalia,Abundance,3,0,0
Lop_low,T0,Schaalia,Abundance,3,0,0
Saline,T0,Schaalia,Abundance,3,0,0
DMSO,T24,Schaalia,Abundance,3,0,0
Imolope_high,T24,Schaalia,Abundance,3,0,0
Imolope_low,T24,Schaalia,Abundance,3,0,0
Lop_high,T24,Schaalia,Abundance,3,0,0
Lop_low,T24,Schaalia,Abundance,3,0,0
Saline,T24,Schaalia,Abundance,3,0,0
DMSO,T48,Schaalia,Abundance,3,0,0
Imolope_high,T48,Schaalia,Abundance,3,0,0
Imolope_low,T48,Schaalia,Abundance,3,0,0
Lop_high,T48,Schaalia,Abundance,3,0,0
Lop_low,T48,Schaalia,Abundance,3,0,0
Saline,T48,Schaalia,Abundance,3,0,0
DMSO,T72,Schaalia,Abundance,3,0,0
Imolope_high,T72,Schaalia,Abundance,3,0,0
Imolope_low,T72,Schaalia,Abundance,3,0,0
Lop_high,T72,Schaalia,Abundance,3,0,0
Lop_low,T72,Schaalia,Abundance,3,0,0
Saline,T72,Schaalia,Abundance,3,0,0
DMSO,T0,Sphingomonas,Abundance,3,0.007,0.012
Imolope_high,T0,Sphingomonas,Abundance,3,0.004,0.004
Imolope_low,T0,Sphingomonas,Abundance,3,0.012,0.022
Lop_high,T0,Sphingomonas,Abundance,3,0.007,0.008
Lop_low,T0,Sphingomonas,Abundance,3,0.004,0.004
Saline,T0,Sphingomonas,Abundance,3,0.067,0.117
DMSO,T24,Sphingomonas,Abundance,3,0,0
Imolope_high,T24,Sphingomonas,Abundance,3,0,0
Imolope_low,T24,Sphingomonas,Abundance,3,0,0
Lop_high,T24,Sphingomonas,Abundance,3,0,0.001
Lop_low,T24,Sphingomonas,Abundance,3,0,0
Saline,T24,Sphingomonas,Abundance,3,0,0
DMSO,T48,Sphingomonas,Abundance,3,0,0
Imolope_high,T48,Sphingomonas,Abundance,3,0,0
Imolope_low,T48,Sphingomonas,Abundance,3,0,0
Lop_high,T48,Sphingomonas,Abundance,3,0,0
Lop_low,T48,Sphingomonas,Abundance,3,0,0
Saline,T48,Sphingomonas,Abundance,3,0,0
DMSO,T72,Sphingomonas,Abundance,3,0,0
Imolope_high,T72,Sphingomonas,Abundance,3,0,0
Imolope_low,T72,Sphingomonas,Abundance,3,0,0
Lop_high,T72,Sphingomonas,Abundance,3,0,0
Lop_low,T72,Sphingomonas,Abundance,3,0,0
Saline,T72,Sphingomonas,Abundance,3,0,0
DMSO,T0,Staphylococcus,Abundance,3,0.007,0.012
Imolope_high,T0,Staphylococcus,Abundance,3,0.004,0.006
Imolope_low,T0,Staphylococcus,Abundance,3,0.01,0.009
Lop_high,T0,Staphylococcus,Abundance,3,0.023,0.04
Lop_low,T0,Staphylococcus,Abundance,3,0.013,0.019
Saline,T0,Staphylococcus,Abundance,3,0.005,0.005
DMSO,T24,Staphylococcus,Abundance,3,0,0
Imolope_high,T24,Staphylococcus,Abundance,3,0,0
Imolope_low,T24,Staphylococcus,Abundance,3,0.002,0.003
Lop_high,T24,Staphylococcus,Abundance,3,0.001,0.001
Lop_low,T24,Staphylococcus,Abundance,3,0,0
Saline,T24,Staphylococcus,Abundance,3,0.001,0.001
DMSO,T48,Staphylococcus,Abundance,3,0,0
Imolope_high,T48,Staphylococcus,Abundance,3,0,0.001
Imolope_low,T48,Staphylococcus,Abundance,3,0,0
Lop_high,T48,Staphylococcus,Abundance,3,0,0
Lop_low,T48,Staphylococcus,Abundance,3,0,0
Saline,T48,Staphylococcus,Abundance,3,0,0
DMSO,T72,Staphylococcus,Abundance,3,0,0.001
Imolope_high,T72,Staphylococcus,Abundance,3,0,0.001
Imolope_low,T72,Staphylococcus,Abundance,3,0.001,0.001
Lop_high,T72,Staphylococcus,Abundance,3,0,0
Lop_low,T72,Staphylococcus,Abundance,3,0,0
Saline,T72,Staphylococcus,Abundance,3,0,0
DMSO,T0,Streptococcus,Abundance,3,0.069,0.031
Imolope_high,T0,Streptococcus,Abundance,3,0.108,0.052
Imolope_low,T0,Streptococcus,Abundance,3,0.071,0.008
Lop_high,T0,Streptococcus,Abundance,3,0.13,0.052
Lop_low,T0,Streptococcus,Abundance,3,0.125,0.004
Saline,T0,Streptococcus,Abundance,3,0.093,0.017
DMSO,T24,Streptococcus,Abundance,3,0.001,0.001
Imolope_high,T24,Streptococcus,Abundance,3,0.007,0.003
Imolope_low,T24,Streptococcus,Abundance,3,0.001,0.001
Lop_high,T24,Streptococcus,Abundance,3,0.002,0.001
Lop_low,T24,Streptococcus,Abundance,3,0.001,0.002
Saline,T24,Streptococcus,Abundance,3,0.002,0.002
DMSO,T48,Streptococcus,Abundance,3,0.002,0.002
Imolope_high,T48,Streptococcus,Abundance,3,0.001,0.001
Imolope_low,T48,Streptococcus,Abundance,3,0.001,0.001
Lop_high,T48,Streptococcus,Abundance,3,0,0.001
Lop_low,T48,Streptococcus,Abundance,3,0.001,0.001
Saline,T48,Streptococcus,Abundance,3,0,0.001
DMSO,T72,Streptococcus,Abundance,3,0.001,0.001
Imolope_high,T72,Streptococcus,Abundance,3,0.002,0.003
Imolope_low,T72,Streptococcus,Abundance,3,0,0.001
Lop_high,T72,Streptococcus,Abundance,3,0,0
Lop_low,T72,Streptococcus,Abundance,3,0,0.001
Saline,T72,Streptococcus,Abundance,3,0,0
DMSO,T0,Sutterella,Abundance,3,0,0
Imolope_high,T0,Sutterella,Abundance,3,0,0
Imolope_low,T0,Sutterella,Abundance,3,0,0
Lop_high,T0,Sutterella,Abundance,3,0,0
Lop_low,T0,Sutterella,Abundance,3,0,0
Saline,T0,Sutterella,Abundance,3,0,0
DMSO,T24,Sutterella,Abundance,3,0,0
Imolope_high,T24,Sutterella,Abundance,3,0,0
Imolope_low,T24,Sutterella,Abundance,3,0,0.001
Lop_high,T24,Sutterella,Abundance,3,0,0.001
Lop_low,T24,Sutterella,Abundance,3,0,0
Saline,T24,Sutterella,Abundance,3,0,0
DMSO,T48,Sutterella,Abundance,3,0,0
Imolope_high,T48,Sutterella,Abundance,3,0,0
Imolope_low,T48,Sutterella,Abundance,3,0,0
Lop_high,T48,Sutterella,Abundance,3,0,0
Lop_low,T48,Sutterella,Abundance,3,0,0
Saline,T48,Sutterella,Abundance,3,0,0.001
DMSO,T72,Sutterella,Abundance,3,0,0
Imolope_high,T72,Sutterella,Abundance,3,0,0
Imolope_low,T72,Sutterella,Abundance,3,0.001,0.001
Lop_high,T72,Sutterella,Abundance,3,0,0
Lop_low,T72,Sutterella,Abundance,3,0,0
Saline,T72,Sutterella,Abundance,3,0,0
DMSO,T0,Turicibacter,Abundance,3,0,0
Imolope_high,T0,Turicibacter,Abundance,3,0.003,0.005
Imolope_low,T0,Turicibacter,Abundance,3,0.004,0.008
Lop_high,T0,Turicibacter,Abundance,3,0.001,0.002
Lop_low,T0,Turicibacter,Abundance,3,0,0
Saline,T0,Turicibacter,Abundance,3,0.004,0.007
DMSO,T24,Turicibacter,Abundance,3,0,0
Imolope_high,T24,Turicibacter,Abundance,3,0,0.001
Imolope_low,T24,Turicibacter,Abundance,3,0,0
Lop_high,T24,Turicibacter,Abundance,3,0,0
Lop_low,T24,Turicibacter,Abundance,3,0,0
Saline,T24,Turicibacter,Abundance,3,0,0
DMSO,T48,Turicibacter,Abundance,3,0,0.001
Imolope_high,T48,Turicibacter,Abundance,3,0.001,0.001
Imolope_low,T48,Turicibacter,Abundance,3,0.001,0.002
Lop_high,T48,Turicibacter,Abundance,3,0,0
Lop_low,T48,Turicibacter,Abundance,3,0,0.001
Saline,T48,Turicibacter,Abundance,3,0.001,0.002
DMSO,T72,Turicibacter,Abundance,3,0,0
Imolope_high,T72,Turicibacter,Abundance,3,0,0.001
Imolope_low,T72,Turicibacter,Abundance,3,0,0
Lop_high,T72,Turicibacter,Abundance,3,0.001,0.001
Lop_low,T72,Turicibacter,Abundance,3,0.001,0.001
Saline,T72,Turicibacter,Abundance,3,0,0
DMSO,T0,Turicimonas,Abundance,3,0.039,0.053
Imolope_high,T0,Turicimonas,Abundance,3,0.012,0.01
Imolope_low,T0,Turicimonas,Abundance,3,0.003,0.002
Lop_high,T0,Turicimonas,Abundance,3,0.005,0.009
Lop_low,T0,Turicimonas,Abundance,3,0.008,0.004
Saline,T0,Turicimonas,Abundance,3,0.005,0.006
DMSO,T24,Turicimonas,Abundance,3,0.113,0.04
Imolope_high,T24,Turicimonas,Abundance,3,0.266,0.262
Imolope_low,T24,Turicimonas,Abundance,3,0.344,0.365
Lop_high,T24,Turicimonas,Abundance,3,0.525,0.211
Lop_low,T24,Turicimonas,Abundance,3,0.51,0.402
Saline,T24,Turicimonas,Abundance,3,0.824,0.387
DMSO,T48,Turicimonas,Abundance,3,0.603,0.223
Imolope_high,T48,Turicimonas,Abundance,3,0.621,0.685
Imolope_low,T48,Turicimonas,Abundance,3,0.691,0.188
Lop_high,T48,Turicimonas,Abundance,3,0.793,0.337
Lop_low,T48,Turicimonas,Abundance,3,0.636,0.207
Saline,T48,Turicimonas,Abundance,3,0.725,0.944
DMSO,T72,Turicimonas,Abundance,3,1.392,0.394
Imolope_high,T72,Turicimonas,Abundance,3,0.611,0.312
Imolope_low,T72,Turicimonas,Abundance,3,0.686,0.363
Lop_high,T72,Turicimonas,Abundance,3,0.857,0.977
Lop_low,T72,Turicimonas,Abundance,3,0.234,0.263
Saline,T72,Turicimonas,Abundance,3,0.358,0.359
